排名,排名变化,游戏名称,发行公司,昨日新增下载量,icon,类别,appid,公司名称,公司链接
1,0,Fire Balls 3D 向球开炮,support@voodoo.io,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDFmOTIxZjFiMzQyNTk0N2E2LndlYnA=,游戏,6751347,-,无
2,0,Stickman Hook 飞钩火柴人,admin@madboxgames.io,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDE3OGFkMGYwMDMwYWVkNDdjLndlYnA=,游戏,6742859,-,无
3,1,Find The Differences - Halloween Case,,-,https://android-artworks.25pp.com/fs08/2018/11/21/8/109_a0e13388e8268c7fa7f1fe99da4572a9_con_130x130.png,游戏,6674215,-,无
4,-1,Swing Star,Good Job Games,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81Mjc2ODk5Nl8xNTQyODcyMzQ2LzI1Ng==,游戏,6724896,-,无
5,1,Words Story - Addictive Word Game,,-,https://android-artworks.25pp.com/fs08/2018/12/05/3/109_46fa7d1e25b010e943b709cadb50df80_con_130x130.png,游戏,6677245,-,无
6,-1,纸片大战2,VOODOO,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDE0OWQxYTczNTFiNzFiMzQ3LndlYnA=,游戏,6603951,-,无
7,1,Lucky Day - Win Real Money,"Lucky Day Entertainment, Inc.",-,https://gcontent-cdn.aso100.com/pic/view_gcontent/type/icon/source/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL0hMTUkzMWNCcUs0YzBLcURSZ2ZvSHRPeGkwRzd3MFlHUWZKdjFZSWV2eWZWZzRzVGx1TGs1UTFzaFlmNFRZbzRGc0U9dzMwMA==,游戏,1766985,-,无
8,-1,逃出房间：神秘单词,,-,https://android-artworks.25pp.com/fs08/2018/11/15/4/109_9aed71fc4380f805d1431fe66e8c8587_con_130x130.png,游戏,6711317,-,无
9,0,Helix Jump,VOODOO,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjY1NjQ0NV8xNTMzMjY1NTM3LzI1Ng==,游戏,5899327,-,无
10,1,Flip Skater,,-,https://android-artworks.25pp.com/fs08/2018/12/04/0/109_a12af864cf18d04fade3a0065603cdf9_con_130x130.png,游戏,6812327,-,无
11,-1,我的汤姆猫 2,,-,,游戏,6662257,-,无
12,1,Spinner.io,,-,https://android-artworks.25pp.com/fs08/2018/11/05/4/1_04d3f92cf4d6eb62519c9fa58b4fafba_con_130x130.png,游戏,6719752,-,无
13,-1,Happy Glass,Lion Studios,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjczNzg1M18xNTM1Njk3NDM3LzI1Ng==,游戏,6560101,-,无
14,1,Wordscapes,PeopleFun,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjU0NjcxM18xNTIzNTkyMjYyLzI1Ng==,游戏,4244321,-,无
15,-1,Flip Trickster,海沙工作室,-,https://android-artworks.25pp.com/fs08/2018/12/06/10/109_4b1190209ea72f6113032c2927698ebb_con_130x130.png,游戏,5859219,-,无
16,3,Paint by Numbers: New Coloring Pictures Book Free,Games For Rest,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl81MjYzNTk0Nl8xNTE3NTUzMTkxLzI1Ng==,游戏,5650067,-,无
17,0,ROBLOX,anyunlong,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3BwLm15YXBwLmNvbS9tYV9pY29uLzAvaWNvbl8xMDk1NjE1M18xNTMzOTM5MDc0LzI1Ng==,游戏,437611,安云龙,https://www.qimai.cn/company/product/id/1799
18,2,节奏弹球,AMANOTES,-,https://static-cdn.aso100.com/pic/view/type/android/source/aHR0cDovL3AzLnFoaW1nLmNvbS90MDE1NTI3MjQyYmM1MjFmY2E3LndlYnA=,游戏,5275391,-,无
19,-3,Car bumper.io - Roof Battle,,-,https://android-artworks.25pp.com/fs08/2018/11/23/9/109_60dffc9da58601f7268b3261896402d6_con_130x130.png,游戏,6702597,-,无
20,2,Word Stacks,,-,https://android-artworks.25pp.com/fs08/2018/10/30/3/109_4c5af8fe52858910c1513c365406f21e_con_130x130.png,游戏,6658360,-,无
